ReadId	HostHit	Overlap	Independent	CARDhit
422f7d5f-bb7b-4974-a87f-1cae04d268eb	Enterobacter cloacae	142	Y	gb|KM087835|+|0-1146|ARO:3001852|ACT-32
70754f2d-3ff1-4695-ad80-75b5a3b5abc8	Bifidobacterium longum	734	Y	gb|AY768532|+|0-1935|ARO:3000535|macB
36f70b32-15fd-4e0b-9c94-c72571398d84	Enterobacter cloacae	162	Y	gb|JQ727667|+|0-870|ARO:3000825|robA
fd8df6a0-46fd-46ac-999c-fa4360c28137	Enterobacter cloacae	68	Y	gb|DQ679966|+|299-1493|ARO:3000207|acrA
b2240187-f043-43ea-b211-69ae971c8560	Enterobacter cloacae	156	Y	gb|NC_000913.3|+|3219493-3220873|ARO:3000024|patA
596959bb-1080-4e0e-8e85-4a4680f494f6	Enterobacter cloacae	182	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
6c2e0f17-ace8-4b8a-ac1a-6e8641d31b20	Staphylococcus aureus	312	Y	gb|NC_013452|+|2917-4297|ARO:3000178|tetK
8cd211dd-6901-41ef-86f1-69c8d79db2c3	Enterobacter cloacae	0	N	gb|NC_007779|+|2586250-2589364|ARO:3000491|acrD
bb5a2583-d89b-43f6-91ee-095e44ae7038	Bifidobacterium breve	263	Y	gb|X98831.1|+|361-1555|ARO:3003359|Streptomyces
56c29c49-ba62-4beb-9db1-1464e444e972	Enterobacter cloacae	1	N	gb|U00096|+|2812615-2814154|ARO:3000074|emrB
a4315028-390b-4078-81cc-cab63468df8e	Enterobacter cloacae	474	Y	gb|JQ727667|+|0-870|ARO:3000825|robA
62390dfc-a944-4800-8d46-0cba10eb984b	Enterobacter cloacae	775	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
7e6e8aa6-c68e-4ef2-9389-23ba1b59ade3	Enterobacter cloacae	42	N	gb|NC_007779|+|2586250-2589364|ARO:3000491|acrD
b460b103-ac5f-404d-8f4e-c63843b24415	Enterobacter cloacae	1018	Y	gb|NC_002695|-|4903561-4904935|ARO:3000830|cpxA
e0b45396-3aba-4ff5-967d-c602f1e8a619	Enterobacter cloacae	47	N	gb|U00096|+|2158385-2161463|ARO:3000794|mdtC
470bc69b-b555-4423-8e5b-fdd230e91a58	Enterobacter cloacae	323	Y	gb|NC_010378.1|+|46651-47827|ARO:3003922|oqxA
edbbf562-2ba5-44aa-b760-d2e8bd7872b0	Enterobacter cloacae	17	N	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB
f580df87-122b-4b66-a522-a9e11412be75	Enterobacter asburiae	70	Y	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB
f0aa70a4-b93a-4a39-9280-458b7689a4e1	Enterobacter cloacae	700	Y	gb|NC_000913.3|+|3219493-3220873|ARO:3000024|patA
b05b78e9-11d5-4c14-8f19-1b454be2cee1	Enterobacter cloacae	592	Y	gb|DQ679966|+|299-1493|ARO:3000207|acrA
03b0dd6f-6a43-4cbd-99c7-c7405ccf7fd7	Enterobacter cloacae	319	Y	gb|U00096|+|2161463-2162879|ARO:3001330|mdtD
144dba86-2cec-4573-a6f6-8b926dc202b0	Enterobacter cloacae	6	N	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
0f3c0f00-e79b-4fc0-8c9a-6fbea084625e	Enterobacter cloacae	1090	Y	gb|AP009048|-|4153663-4154296|ARO:3000518|CRP
f91b974c-9b8e-4bc2-ad63-e31a9c75fa2a	Enterobacter cloacae	81	Y	gb|NC_007779|+|2586250-2589364|ARO:3000491|acrD
6eb576bc-f12b-4ad8-8254-1bc558df12f3	Enterobacter cloacae	507	Y	gb|AP009048|-|4153663-4154296|ARO:3000518|CRP
a5bceeda-4362-4b17-b712-e42fc3a37d4f	Enterobacter cloacae	3	N	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
2e9be510-cee3-4d37-a9f9-9b6b0ac33ab1	Bifidobacterium longum	65	Y	gb|NC_014638|-|1610636-1613960|ARO:3003730|Bifidobacteria
c2c6c3fe-bc78-4f68-ab48-33c374dab7b6	Enterobacter cloacae	369	Y	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB
d884d4f9-4a76-4f85-9e23-2040db095d4c	Enterobacter cloacae	520	Y	gb|U00096|+|2161463-2162879|ARO:3001330|mdtD
ddc9075f-e470-4b2f-bb54-03f4493eb82d	Enterobacter cloacae	725	Y	gb|NC_007779|+|2586250-2589364|ARO:3000491|acrD
e646519f-8357-4873-8e0e-3e7429e55560	Enterobacter cloacae	200	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
ec81804a-acb5-4f63-afe4-1a8c52f8df4b	Enterobacter cloacae	1021	Y	gb|NC_007779|+|1621287-1621671|ARO:3000263|marA
e04a7f39-b273-4a33-a9f7-4760b3ac8a02	Enterobacter cloacae	46	N	gb|U00096|+|2158385-2161463|ARO:3000794|mdtC
7a7673a6-76bf-4fb1-bee0-a32fe7984e2b	Enterobacter cloacae	804	Y	gb|JQ727667|+|0-870|ARO:3000825|robA
9b9be837-0159-45f2-be0b-721367a9a3fa	Enterobacter cloacae	791	Y	gb|FJ237368|+|0-1146|ARO:3001830|ACT-7
1bcf88db-9ee3-485f-b87d-0b6316b6a6f6	Enterobacter cloacae	848	Y	gb|JQ727667|+|0-870|ARO:3000825|robA
9e58203e-11f7-4af4-ba02-a2ae863e2dae	Enterobacter cloacae	560	Y	gb|JQ727667|+|0-870|ARO:3000825|robA
e9f349c0-6683-4afa-89a9-063f8e52d4e8	Enterobacter cloacae	913	Y	gb|NC_002695|-|1737553-1737967|ARO:3000676|H-NS
20d2ac74-c0b4-4c1b-b216-d754f2ceac7f	Enterobacter cloacae	0	N	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
dfaa8bb2-2b00-4fdf-a9b1-1255575056d5	Enterobacter cloacae	0	N	gb|DQ679966|+|299-1493|ARO:3000207|acrA
6fa36aaf-fc72-4d38-a579-4d310483c327	Enterobacter cloacae	0	N	gb|KJ207209|+|454-1600|ARO:3001847|ACT-27
2430d2e3-5d3b-48fb-ac0e-93ba1c3aef61	Enterobacter cloacae	155	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
d0f48c2e-1fce-4e96-91d8-242cb5d5dd99	Enterobacter cloacae	551	Y	gb|NC_000913.3|-|2819380-2822011|ARO:3003830|aminocoumarin
dfd129e3-110b-4182-8256-371a78664592	Staphylococcus epidermidis	342	Y	gb|AY566250|+|391-1555|ARO:3000391|norA
9df4bd33-4146-4fa8-b172-c7f54242e9cc	Enterobacter cloacae	973	Y	gb|NC_000913.3|+|3219493-3220873|ARO:3000024|patA
c11e80a0-44d8-4555-a40d-10d47faa8095	Enterobacter cloacae	0	N	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB
46de83ad-ddfa-42f5-82bb-95b9491df961	Bifidobacterium longum	526	Y	gb|X98831.1|+|361-1555|ARO:3003359|Streptomyces
000c6552-b619-4b5e-8953-42b8e9fada7a	Enterobacter cloacae	399	Y	gb|NC_002695|-|1737553-1737967|ARO:3000676|H-NS
4d665df3-4b7c-4773-855f-762d62f73635	Enterobacter cloacae	1562	Y	gb|JQ394987|+|0-1233|ARO:3001328|mdfA
bf16f014-d3e7-4950-8bbc-f3e9ca5b83a4	Enterobacter cloacae	0	N	gb|NC_000913.3|+|3219493-3220873|ARO:3000024|patA
2723a479-637b-41e3-83a2-0e615ae6d38a	Enterobacter cloacae	6	N	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB
aa701413-8c2c-43fa-ae9f-4d11e4141dd6	Bifidobacterium longum	221	Y	gb|NC_014638|-|1610636-1613960|ARO:3003730|Bifidobacteria
7b919304-01cc-4314-b846-b7c86d959583	Enterobacter cloacae	1	N	gb|NC_000913.3|+|3219493-3220873|ARO:3000024|patA
0d203ae2-92e8-4857-a62e-b0b2261ca109	Enterobacter cloacae	404	Y	gb|NC_002695|-|4903561-4904935|ARO:3000830|cpxA
f7d938d6-1fb3-4cbf-aa2f-f02416329043	Enterobacter cloacae	0	N	gb|NC_000913.3|-|2819380-2822011|ARO:3003830|aminocoumarin
4959c7c0-b8a8-4d3a-9349-366a80503caa	Enterobacter cloacae	93	Y	gb|JQ727667|+|0-870|ARO:3000825|robA
0a2a5933-d089-4141-a799-62b1793485da	Enterobacter cloacae	358	Y	gb|DQ679966|+|299-1493|ARO:3000207|acrA
ba54f2d9-bf91-4922-8ae4-4e92ebf1164b	Enterobacter cloacae	1532	Y	gb|NC_000913.3|+|2810769-2811300|ARO:3000516|emrR
aaaa7e0b-2063-4b46-8a0d-364d7ba4f221	Enterobacter cloacae	232	Y	gb|NC_002695|-|4904931-4905630|ARO:3000831|cpxR
00e80838-9723-4c5e-9589-93f2ca805d83	Enterobacter cloacae	50	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
80c018ef-42bd-4065-b9e8-2d72be33fe22	Enterobacter cloacae	82	Y	gb|KJ207209|+|454-1600|ARO:3001847|ACT-27
173c2d45-75af-4ee6-b221-8e5dd4c3bc6b	Enterobacter cloacae	592	Y	gb|U00096|+|2812615-2814154|ARO:3000074|emrB
53f66feb-0c21-4350-91d5-7336b0a3e1a6	Enterobacter cloacae	374	Y	gb|NC_000913.3|+|2810769-2811300|ARO:3000516|emrR
c7ae6143-4c0a-4461-8144-3ba574a28392	Enterobacter cloacae	1033	Y	gb|NC_007779|+|1621287-1621671|ARO:3000263|marA
88cd3c99-d367-4081-b159-84d0fc4723ba	Enterobacter cloacae	287	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
d49eec58-96bd-48d7-bdda-ca08a3aa72d1	Enterobacter cloacae	51	Y	gb|U00096|+|2155262-2158385|ARO:3000793|mdtB
67e33e0c-e199-4482-88d9-23b33fa78407	Bifidobacterium longum	1295	Y	gb|AF235050.4|+|38028-40140|ARO:3003318|Streptomyces
cbf11de6-daf4-4492-8166-02c51b7b828f	Enterobacter cloacae	1155	Y	gb|NC_000913.3|-|2819380-2822011|ARO:3003830|aminocoumarin
47605658-1db2-461a-bf67-7befaf114f97	Enterobacter cloacae	1	N	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
0610ae51-57a5-4a17-9a99-626932d55e12	Enterobacter cloacae	0	N	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB
eb91c006-5d81-4990-8b29-a7b7a3bbb7b9	Enterobacter cloacae	385	Y	gb|KJ207209|+|454-1600|ARO:3001847|ACT-27
2cb18482-5846-449f-bc4f-a01874c5f30a	Enterobacter cloacae	40	N	gb|NC_007779|+|2586250-2589364|ARO:3000491|acrD
59a120c7-7304-41f6-a29a-35b850dcb777	Enterobacter cloacae	564	Y	gb|NC_000913.3|+|2810769-2811300|ARO:3000516|emrR
6eea44c9-91a6-42a7-a69e-98e295815208	Enterobacter cloacae	14	N	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB
1e725a77-f61e-4ec0-bc85-109fb5229773	Enterobacter cloacae	0	N	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
a5ebbc4d-45a6-412b-882c-04d77fa78c65	Enterobacter cloacae	13	N	gb|U00096|+|2155262-2158385|ARO:3000793|mdtB
aeb5da10-b48e-455c-8474-c13d562451bf	Enterobacter cloacae	453	Y	gb|NC_007779|+|2586250-2589364|ARO:3000491|acrD
2444d78b-0d6a-42f2-9890-6ee409f14642	Enterobacter cloacae	1682	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
c2461de3-7d84-4a8f-afbf-06c25b85fd35	Enterobacter cloacae	134	Y	gb|JQ394987|+|0-1233|ARO:3001328|mdfA
f513ca5a-4342-4342-9857-e8dcf6d52d1a	Enterobacter cloacae	4	N	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
2cbebaf1-5a0c-4c66-9f6b-8ebffd0dab2f	Enterobacter cloacae	119	Y	gb|NC_007779|+|2586250-2589364|ARO:3000491|acrD
8b19fec1-eab8-4d7b-b733-8506cca134f8	Enterobacter cloacae	5	N	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
74838f01-7aa8-41bb-a0cc-615fdce65038	Bifidobacterium longum	372	Y	gb|NC_014638|-|1610636-1613960|ARO:3003730|Bifidobacteria
c99e9249-fb74-43d6-a51d-eabbf3e448e9	Enterobacter cloacae	375	Y	gb|U00096|+|3660413-3663527|ARO:3000796|mdtF
d976c554-a142-4e6f-a1fa-b1572c550824	Enterobacter cloacae	114	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
61006e14-9728-41bb-9dc7-bee206cbb447	Enterobacter cloacae	586	Y	gb|FJ237368|+|0-1146|ARO:3001830|ACT-7
0828c6d6-2e0e-419d-8992-fbeb418aa426	Enterobacter cloacae	122	Y	gb|U00096|+|2155262-2158385|ARO:3000793|mdtB
5caec6e8-2c52-4d02-9f99-f87d9c3ae14a	Bifidobacterium longum	964	Y	gb|AF235050.4|+|38028-40140|ARO:3003318|Streptomyces
da80e898-1db6-486e-89c5-8c2f4492c07c	Enterobacter cloacae	1547	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
e00c03e8-07e5-45bb-afa3-cc1ebac7ba94	Enterobacter cloacae	1	N	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
227ab349-ec41-4f34-8d95-ab98d97b8bb8	Bifidobacterium longum	0	N	gb|NC_014638|-|1610636-1613960|ARO:3003730|Bifidobacteria
89a79ed6-bbff-4e68-9dd1-e34d3c99c163	Bifidobacterium longum	1555	Y	gb|X98831.1|+|361-1555|ARO:3003359|Streptomyces
a5d90685-a62e-47b5-845b-191ba79f5958	Bifidobacterium longum	276	Y	gb|X98831.1|+|361-1555|ARO:3003359|Streptomyces
5b83c047-16e0-4f52-a552-5543928696cf	Enterobacter cloacae	1324	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
4e7ae6e5-08af-45cb-9850-5d69e0aab5b2	Bifidobacterium longum	453	Y	gb|NC_014638|-|1610636-1613960|ARO:3003730|Bifidobacteria
063d7302-caed-473f-874e-e41c5756396e	Bifidobacterium longum	76	Y	gb|NC_014638|-|1610636-1613960|ARO:3003730|Bifidobacteria
441bd110-51c2-43cd-a7c6-2f020a67c665	Enterobacter cloacae	218	Y	gb|KF992026|+|753-1899|ARO:3001838|ACT-17
fd1283c3-5b15-472b-9ab5-29fd816e915a	Enterobacter cloacae	698	Y	gb|AP009048|-|4153663-4154296|ARO:3000518|CRP
5344e7b2-4f4b-40b7-a8d9-246df4ff16f8	Enterobacter cloacae	89	Y	gb|NC_000913.3|-|2819380-2822011|ARO:3003830|aminocoumarin
a3834013-7cbc-4556-be33-6c45ddf84267	Enterobacter cloacae	247	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
e002369e-2d72-4792-a3b5-33f3cc5ae37a	Enterobacter cloacae	424	Y	gb|NC_000913.3|+|2810769-2811300|ARO:3000516|emrR
00a44ab0-661f-4dba-a710-2e3e3d8a8ece	Enterobacter cloacae	34	N	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB
31b2bd68-a9c5-4cff-bead-bc6bb28efe07	Enterobacter cloacae	1729	Y	gb|KF526117|+|0-1146|ARO:3001841|ACT-20
c58da858-01f6-4e09-a98c-2d6cd4b899bc	Enterobacter cloacae	212	Y	gb|NC_000913.3|-|721055-721733|ARO:3003841|kdpE
e85a7508-990e-4b04-9d3d-0b96f9997fdc	Enterobacter cloacae	544	Y	gb|JQ727667|+|0-870|ARO:3000825|robA
df549ac9-00c2-49fa-9cf9-a05b367b404f	Bifidobacterium longum	48	N	gb|NC_014638|-|1610636-1613960|ARO:3003730|Bifidobacteria
3d06d1ba-9cbe-42e1-86b1-6fc39e362bb4	Enterobacter cloacae	144	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
9acedb62-5294-484d-9607-85ef39e904c9	Enterobacter cloacae	607	Y	gb|FJ237368|+|0-1146|ARO:3001830|ACT-7
d15a03e9-585d-4d34-bef1-712eae986345	Enterobacter cloacae	383	Y	gb|NC_000913.3|-|2819380-2822011|ARO:3003830|aminocoumarin
9a625860-7ef5-463a-ac2b-db3be186d263	Enterobacter cloacae	971	Y	gb|AP009048|-|4153663-4154296|ARO:3000518|CRP
3990f624-29a8-43ea-aa60-5bc8a055cb31	Enterobacter cloacae	76	Y	gb|JQ727667|+|0-870|ARO:3000825|robA
e956fe91-517e-490c-9b78-0ce84c892737	Salmonella enterica	1841	Y	gb|NC_002695|-|4904931-4905630|ARO:3000831|cpxR
a43cd2f2-ea3b-43c2-9384-c40d72f4f9f7	Enterobacter cloacae	8	N	gb|NC_010378.1|+|46651-47827|ARO:3003922|oqxA
ad94f97c-bf30-48f8-b1ff-0e012b61eef0	Staphylococcus epidermidis	235	Y	gb|AY566250|+|391-1555|ARO:3000391|norA
b78beb5f-46a7-433f-9e14-e5432208f14a	Enterobacter cloacae	206	Y	gb|L11616|+|1569-4710|ARO:3000378|mexB
7658edda-d8fb-4efb-b13d-24ac0639de7c	Bifidobacterium longum	4	N	gb|NC_014638|-|1610636-1613960|ARO:3003730|Bifidobacteria
3984c77b-b22e-425e-99b4-450ac4d99f9d	Staphylococcus epidermidis	201	Y	gb|NC_013452|+|2917-4297|ARO:3000178|tetK
891b762f-f208-4ae6-a277-4ae7e5c1a218	Enterobacter cloacae	197	Y	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB
d3435b65-399a-4fcb-96cc-bc48622d7d33	Enterobacter cloacae	533	Y	gb|NC_000913.3|+|3219493-3220873|ARO:3000024|patA
d5a3c3c1-e95d-41f7-80ca-116133be327b	Enterobacter cloacae	3	N	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
2d6307a1-1a52-4c4f-9e06-9b863160c91e	Enterobacter cloacae	18	N	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB
b9b645eb-a69c-4de0-9171-763c00ed6d61	Bifidobacterium longum	431	Y	gb|NC_014638|-|1610636-1613960|ARO:3003730|Bifidobacteria
e64515af-074f-4b21-99a2-918fff1f0532	Enterobacter cloacae	49	N	gb|NC_000913.3|-|2819380-2822011|ARO:3003830|aminocoumarin
a64a1b33-947f-41cf-9eee-0427604045c0	Enterobacter cloacae	1673	Y	gb|NC_002695|-|1737553-1737967|ARO:3000676|H-NS
573348b9-cffb-4031-9a2a-de6f0d031565	Enterobacter cloacae	680	Y	gb|NC_002695|-|4904931-4905630|ARO:3000831|cpxR
23d8a370-8c05-49d6-b76f-98e5236e7f5c	Enterobacter cloacae	323	Y	gb|NC_010378.1|+|46651-47827|ARO:3003922|oqxA
6a436e19-9210-4b62-93c8-fdc56b6154b8	Bifidobacterium longum	778	Y	gb|NC_014638|-|1610636-1613960|ARO:3003730|Bifidobacteria
3de66e18-d9f6-480d-9220-76da3285523d	Bifidobacterium longum	821	Y	gb|AY768532|+|0-1935|ARO:3000535|macB
1f4ac2fe-2bda-4199-84ba-a3cd11ce9905	Enterobacter cloacae	1281	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
5980533b-417e-4ed2-89b5-ca5915ae781b	Enterobacter cloacae	310	Y	gb|AP009048|-|4153663-4154296|ARO:3000518|CRP
cafd7216-9deb-41e8-a7cf-c3a700833c58	Enterobacter cloacae	35	N	gb|JQ727667|+|0-870|ARO:3000825|robA
46239357-ae7c-413f-9ec4-8d3732634d38	Enterobacter cloacae	32	N	gb|U00096|+|2155262-2158385|ARO:3000793|mdtB
6b62aa35-8780-4f43-9d83-ae868bc365f8	Enterobacter cloacae	1104	Y	gb|U00096|+|2812615-2814154|ARO:3000074|emrB
8b2d4d7b-033e-4d8e-8dc0-ae5fc2f162c0	Enterobacter cloacae	263	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
274df098-fa66-474c-b5a8-60d01ae84509	Enterobacter cloacae	968	Y	gb|NC_007779|+|1621287-1621671|ARO:3000263|marA
20a04289-0e38-4d6e-ac11-1e5ea9fcb893	Enterobacter cloacae	506	Y	gb|NC_000913.3|+|2810769-2811300|ARO:3000516|emrR
61265ff7-84e2-42c4-bd6c-e13746336975	Enterobacter cloacae	100	Y	gb|U00096|-|3203309-3204131|ARO:3002986|bacA
e5e3f201-b33a-4ac8-9604-6720e73525fb	Enterobacter cloacae	327	Y	gb|NC_007779|+|2586250-2589364|ARO:3000491|acrD
5ad4e6c1-7ebf-413b-a3b4-56f18f664081	Enterobacter cloacae	1287	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB
