ReadId	HostTopHit	HostLCAHit	CARDHit	CARDGroup	PercentID	Length	Distance
1d4be7bb-e388-43e4-8b1a-696f50d60f5a	Megasphaera elsdenii	Bacteria	ARO:3000190|tetO	group tet-6	91.76	255	106
855731a8-2511-4f62-9ce9-55c0456047b2	Bifidobacterium breve	Bifidobacterium breve	ARO:3003730|Bifidobacterium ileS	ileS	83.11	527	678
0488225d-43e0-4616-ad26-a709f864cf45	Bifidobacterium breve	Bifidobacterium breve	ARO:3003730|Bifidobacterium ileS	ileS	91.04	212	456
e3fd7938-47ef-469b-914d-2d592b5a878b	Roseburia intestinalis	Bacteria	ARO:3000190|tetO	group tet-6	88.71	363	508
230e2407-52f2-40eb-86e4-869d07966ee0	Bifidobacterium breve	Bifidobacterium breve	ARO:3003730|Bifidobacterium ileS	ileS	80.95	651	427
d3eeb2fb-fb3c-4721-af3e-7a818f974c91	Enterococcus faecalis	Firmicutes	ARO:3000186|tetM	group tet-6	90.54	539	180
c8b83567-9735-452f-89c3-a8de494880ea	Bifidobacterium breve	Bifidobacterium breve	ARO:3000190|tetO	group tet-6	90.45	199	298
18853774-9697-4588-aab1-96abaa9a804a	Campylobacter jejuni	Bacteria	ARO:3000190|tetO	group tet-6	86.38	690	68
432792ba-5ef8-4451-955d-4d4db504b931	Staphylococcus aureus	Bacillales	ARO:3003905|ANT(4')-Ib	ANT(4')-Ib	94.86	292	332
0de9133f-e2d7-4f86-b268-2301732f98de	Megasphaera elsdenii	Bacteria	ARO:3000190|tetO	group tet-6	92.64	163	440
1e9fe359-05f5-4040-bd91-31d19fbf3177	Campylobacter jejuni	Bacteria	ARO:3000190|tetO	group tet-6	89.1	156	227
8e5c588a-a3ce-418b-b655-938fe7c90eb5	Peptoclostridium difficile	Bacteria	ARO:3000186|tetM	group tet-6	92.78	277	129
044cf975-d6bd-45a0-a2a0-69ff80fb1a9c	Uncultured bacterium	Bacteria	ARO:3000190|tetO	group tet-6	86.57	134	224
5910cd9f-2f85-4cc4-a37c-f2b21e8eb27f	Enterococcus faecalis	Enterococcus	ARO:3000300|lsaA	lsaA	82.27	440	524
ee77c9ed-e318-470c-9747-9bd8fde73812	Campylobacter jejuni	Bacteria	ARO:3000190|tetO	group tet-6	90.07	141	607
56116a5b-d06d-4ef8-9fd7-943d5b80c6db	Enterococcus faecalis	Enterococcus	ARO:3003551|emeA	group bmr-eme-1	92.51	307	116
cff30703-95cf-4ac0-a1cb-0b643011bed3	Streptococcus suis	Bacteria	ARO:3000190|tetO	group tet-6	90.09	222	622
876ad116-6b67-4a67-b3b8-b2440048c6f7	Bifidobacterium breve	Bifidobacterium breve	ARO:3003730|Bifidobacterium ileS	ileS	83.19	226	678
c7167c96-3646-490d-bdb0-fea1369d92f4	Enterococcus faecalis	Enterococcus	ARO:3000190|tetO	group tet-6	89.91	228	439
793ba5e8-3ff1-4a75-87fb-17477f2c4782	Streptococcus suis	Bacteria	ARO:3000190|tetO	group tet-6	82.64	144	504
387990ad-9ee0-4c11-b857-e11dc19a5f74	Megasphaera elsdenii	Bacteria	ARO:3000190|tetO	group tet-6	93.82	178	387
20d1c45a-cb60-41fe-bdf3-35c0203501eb	Bifidobacterium breve	Bifidobacterium breve	ARO:3003318|Streptomyces	Streptomyces	76.88	173	300
be5b832c-af94-43d6-9931-e7d3450a86fc	Bifidobacterium bifidum	Bifidobacterium bifidum	ARO:3000300|lsaA	lsaA	87.61	226	509
386edaff-3c47-48b9-9c7d-4eaf9abf28d3	Campylobacter jejuni	Bacteria	ARO:3000190|tetO	group tet-6	86.27	670	275
9c07c5c1-4e3b-4aed-8cdc-b8d21dcee0bb	Campylobacter jejuni	Bacteria	ARO:3000190|tetO	group tet-6	89.22	371	78
18a725f3-ae42-4221-a5af-52f9c70397f3	Bifidobacterium breve	Bifidobacterium breve	ARO:3003730|Bifidobacterium ileS	ileS	85.53	636	514
5d87e7b2-6410-4c54-b439-a964727ea006	Bifidobacterium breve	Bifidobacterium breve	ARO:3003359|Streptomyces	Streptomyces	71.8	532	121
5eeb5644-068d-4be0-9601-96a0069d72fc	Bifidobacterium breve	Bifidobacterium breve	ARO:3003730|Bifidobacterium ileS	ileS	80.0	515	219
0f702a76-7e66-4db3-970a-d1dddf04bd8e	Clostridium cellulovorans	Bacteria	ARO:3000190|tetO	group tet-6	83.03	277	187
f664dfda-842d-410a-95ec-ac1d137d6f15	Bifidobacterium breve	Bifidobacterium breve	ARO:3000190|tetO	group tet-6	90.66	396	621
7af82613-0820-4d72-abf5-72a486f01971	Megasphaera elsdenii	Bacteria	ARO:3000190|tetO	group tet-6	92.71	247	77
eb2b8491-85de-470a-84ef-33d5c221a8ab	Bifidobacterium breve	Bifidobacterium breve	ARO:3003730|Bifidobacterium ileS	ileS	83.29	419	54
4dcbc305-ce77-45a8-bc17-ba11209a9ba5	Megasphaera elsdenii	Bacteria	ARO:3000190|tetO	group tet-6	92.53	241	372
56c26236-0bc9-4918-bd97-d8796dcf7816	Campylobacter jejuni	Bacteria	ARO:3000190|tetO	group tet-6	89.76	537	249
31376f4c-2a13-4501-b4de-42e7c74bcc6a	Mobiluncus curtisii	Bacteria	ARO:3000190|tetO	group tet-6	91.79	1157	118
edb3785f-6147-4063-b8e5-94d373279979	Bifidobacterium breve	Bifidobacterium breve	ARO:3003730|Bifidobacterium ileS	ileS	80.92	346	70
9a5d54ab-c1f9-48b8-a989-65af3a9d020f	Bifidobacterium breve	Bifidobacterium breve	ARO:3003730|Bifidobacterium ileS	ileS	84.48	406	54
1612600b-ee7e-4cb7-9920-80503b224773	Bifidobacterium breve	Bifidobacterium breve	ARO:3003730|Bifidobacterium ileS	ileS	81.54	298	294
f51ae2a1-1abb-4b2f-b193-fbf79b33806f	Megasphaera elsdenii	Bacteria	ARO:3000190|tetO	group tet-6	90.28	144	231
853e90eb-9091-4f88-9bbf-61dc4eb1aa3e	Bifidobacterium breve	Bifidobacterium breve	ARO:3003730|Bifidobacterium ileS	ileS	81.5	400	155
b8d02aae-1cab-46a2-8522-b4c699209826	Enterococcus faecalis	Enterococcus	ARO:3003551|emeA	group bmr-eme-1	91.18	465	235
4e186750-7e79-4780-8119-227111698d29	Campylobacter jejuni	Bacteria	ARO:3000190|tetO	group tet-6	89.24	288	344
c4f8cdc2-0d7e-47b9-9b1e-a64b196cb527	Enterococcus faecalis	Enterococcus	ARO:3000300|lsaA	lsaA	87.8	205	161
3d9f0d99-b343-4df0-9ad6-bbd578a5cdff	Bifidobacterium breve	Bifidobacterium breve	ARO:3003730|Bifidobacterium ileS	ileS	84.57	363	66
9ab140ad-b682-405a-82b8-5445801071ac	Streptococcus suis	Bacteria	ARO:3000190|tetO	group tet-6	89.32	384	433
a43404c9-550d-4d55-8109-37cee5560b3d	Megasphaera elsdenii	Bacteria	ARO:3000190|tetO	group tet-6	87.06	255	183
bd71b923-9813-4b0d-900e-0f3be2f7c436	Bifidobacterium bifidum	Bifidobacterium bifidum	ARO:3003318|Streptomyces	Streptomyces	85.37	123	828
dd8bb203-9756-4a3c-b563-286c0638034a	Bifidobacterium bifidum	Bifidobacterium bifidum	ARO:3003730|Bifidobacterium ileS	ileS	83.47	248	194
4abb2c82-3c55-4f4b-82c2-6f00c4208ca3	Uncultured bacterium	Bacteria	ARO:3000190|tetO	group tet-6	88.79	223	103
46d8d7b6-0002-4f4b-a927-48d6f61bb365	Bifidobacterium breve	Bifidobacterium breve	ARO:3000190|tetO	group tet-6	88.83	788	758
