ReadId	HostTopHit	HostLCAHit	CARDHit	CARDGroup	PercentID	Length	Distance
7a28d31e-6059-4fd6-b0f4-91eb4f493d4b	Klebsiella pneumoniae	Enterobacteriaceae	ARO:3003359|Streptomyces	Streptomyces	70.37	243	273
06a72113-e866-4517-8657-2bc37d185a6f	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003048|rosA	rosA	71.88	128	4149
e920c39e-4eb4-4789-b704-673812738135	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003844|mfd	mfd	72.49	3046	2658
2af27420-21d9-402a-bfa2-c4d67d8bad15	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000796|mdtF	group mdt-mex-sme-1	75.76	165	627
57de43d3-4cee-4463-84cc-e2343600d61e	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003548|mdtN	group ceo-mdt-1	75.42	118	3846
4d972761-5a86-4608-8cc8-9932c945714f	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003578|PmrF	PmrF	70.78	681	2062
5064d928-8764-4b06-9d37-d395ea2718c4	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000796|mdtF	group mdt-mex-sme-1	75.37	203	3998
9e5de3e0-4d98-480a-a3ff-f45b0e294bd0	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003830|aminocoumarin	alaS	75.26	2082	605
94437993-8f0d-4176-ad20-423da944056f	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000309|emrD	emrD	73.54	1198	3709
bb727ba7-9e69-4066-a61b-38c506242c18	Klebsiella pneumoniae	Klebsiella	ARO:3000518|CRP	CRP	78.01	432	241
bb727ba7-9e69-4066-a61b-38c506242c18	Klebsiella pneumoniae	Klebsiella	ARO:3000518|CRP	CRP	77.37	243	418
771fd543-8092-411b-ae85-067f90804a72	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3001214|mdtM	group mdt-mdf-1	73.55	155	6224
e491ce14-95f8-40a3-979f-cfbe9fc3bd2c	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003154|SHV-187	group SHV-LEN-OKP-1	85.02	881	7018
e0c4a7bd-ebcb-45a2-bef1-d9c1b21a0807	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3002986|bacA	bacA	71.02	835	1633
cc00309e-b7cc-44e3-9ecd-153de2d63093	Klebsiella pneumoniae	Klebsiella	ARO:3000378|mexB	group mex-sme-1	72.7	315	5830
9055d2a7-d08c-4f03-abca-6a933deb67d3	Klebsiella pneumoniae	Klebsiella	ARO:3000379|oprM	group opr-sme-2	70.83	168	318
99a5321c-7441-4999-addb-97c7ef656847	Klebsiella pneumoniae	Klebsiella	ARO:3003056|smeE	group mex-sme-1	73.28	131	1425
99a5321c-7441-4999-addb-97c7ef656847	Klebsiella pneumoniae	Klebsiella	ARO:3003056|smeE	group mex-sme-1	72.31	130	2261
9b9162e2-097a-42b4-9eb5-d24ab62aca19	Escherichia coli	Escherichia coli	ARO:3002831|vgaC	vgaC	85.34	232	988
05c94b06-0664-4eee-8570-e0bd6b7fa7f0	Proteus mirabilis	Proteus mirabilis	ARO:3001216|mdtH	mdtH	71.43	147	3364
92993eb6-bdcf-4e69-a698-3158ad019530	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003048|rosA	rosA	71.6	331	2430
20a5ff40-da3b-4d80-a932-210325426049	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000793|mdtB	group mdt-mds-acr-mtr-1	72.46	512	7249
ea828b01-5736-4bd9-b047-ef49d4a66c1f	Klebsiella pneumoniae	Enterobacteriaceae	ARO:3002831|vgaC	vgaC	86.53	245	285
b0c111c3-eb40-440c-a34d-50f7fc1418d6	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000832|evgA	evgA	70.71	239	3783
a5d8756b-5960-4648-a383-bc3bff59fb7c	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3001328|mdfA	group mdt-mdf-1	73.5	717	592
bddf80c6-59b6-452b-884d-97e90d6c0d42	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000676|H-NS	H-NS	73.19	414	6542
ae09dd8e-f8cf-4388-b169-acf7b6eeeacf	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000502|acrF	group ceo-ade-acr-1	72.47	1631	5897
4b76be2a-5061-44e3-a74c-9a3ed625231b	Klebsiella pneumoniae	Enterobacterales	ARO:3001181|SHV-137	group SHV-LEN-OKP-1	83.95	617	1980
31d78317-5daf-4ee0-88b9-3a7c6e4c5219	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3001216|mdtH	mdtH	74.71	522	1055
a4d9e191-0bb6-4d4e-9537-bb2de59452a5	Escherichia coli	Enterobacteriaceae	ARO:3003923|oqxB	group oqx-mex-amr-1	82.64	363	137
a4d9e191-0bb6-4d4e-9537-bb2de59452a5	Escherichia coli	Enterobacteriaceae	ARO:3003923|oqxB	group oqx-mex-amr-1	76.56	128	363
c707c8bc-12a3-40e1-88c4-bf1d88e499ab	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3001216|mdtH	mdtH	70.85	1204	1060
55bd8838-bfba-4a07-96de-0afd77c06df3	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3001330|mdtD	mdtD	72.97	825	693
55bd8838-bfba-4a07-96de-0afd77c06df3	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000794|mdtC	group mdt-mex-sme-1	71.96	617	925
1dcfed48-c22d-4889-aef1-48f12b9d3662	Klebsiella pneumoniae	Klebsiella	ARO:3002985|arnA	arnA	71.6	331	148
bfb651cf-af03-42b4-ba25-b3b411452d4d	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003576|PmrC	PmrC	70.99	617	1016
bfb651cf-af03-42b4-ba25-b3b411452d4d	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003576|PmrC	PmrC	70.63	126	1496
64ae2de0-295b-4f73-9243-626a78b08d95	Advenella kashmirensis	Enterobacteriaceae	ARO:3003923|oqxB	group oqx-mex-amr-1	78.54	219	51
8e27e855-45b0-4ee3-80af-9a057e875a30	Klebsiella pneumoniae	Klebsiella	ARO:3000024|patA	patA	73.57	1419	3662
60c6d342-bfac-45fd-9b12-fb52ca92274e	Klebsiella pneumoniae	Klebsiella	ARO:3000237|tolC	tolC	73.4	624	492
ef9078d6-de7f-44a8-b76b-3c3f63987f33	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003923|oqxB	group oqx-mex-amr-1	85.54	726	3373
64d4cf8e-0b79-4dd5-8e9f-626322ceb46b	Proteus mirabilis	Proteus mirabilis	ARO:3003359|Streptomyces	Streptomyces	70.4	125	1365
36a38cb9-d191-4dd3-a091-4154495d7a12	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3001329|mdtG	mdtG	73.0	200	6557
1a5007e0-be01-437e-a1a9-8fba853e09bf	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000074|emrB	emrB	71.67	233	4685
e4274fd5-7b82-4b49-8803-432a1109055e	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003923|oqxB	group oqx-mex-amr-1	88.68	1864	1008
39e27a46-b6bb-450d-b789-d30f901b1476	Klebsiella pneumoniae	Enterobacteriaceae	ARO:3003359|Streptomyces	Streptomyces	70.53	414	226
a03a8ac3-84c9-4797-b325-3b6cbf0d6c60	Klebsiella pneumoniae	Klebsiella	ARO:3000804|mexF	group mex-Tri-1	72.28	202	3722
c8480359-16e4-4119-a645-bd359ea0f404	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000502|acrF	group ceo-ade-acr-1	72.31	715	217
deefa3bf-74ae-40ab-9f63-d257e4954b09	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000676|H-NS	H-NS	80.1	412	7142
3bfd0512-e39e-4319-92ab-90cc14671192	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000216|acrB	group mex-acr-1	71.31	251	270
f7e9be83-9fc9-49a3-9f33-36081d617e05	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000832|evgA	evgA	70.7	157	1026
4ca75916-3a26-4e36-917c-862c898f0548	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3001328|mdfA	group mdt-mdf-1	77.48	111	446
1399e99f-724a-4be2-94c0-2db2a1303d69	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3002985|arnA	arnA	74.53	161	935
0b48fca7-37ff-4e21-b7ed-7c7909bb7ecc	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000502|acrF	group ceo-ade-acr-1	74.02	381	197
b5ab794e-a202-4dcb-b6ee-abc4ea718ff0	Klebsiella pneumoniae	Klebsiella	ARO:3000518|CRP	CRP	84.78	138	780
e6753af7-cb23-4598-9912-0b4d7e3b4441	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003576|PmrC	PmrC	72.73	110	7127
ff8aae00-1314-4ec5-b5d0-9d0480a699e1	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3001330|mdtD	mdtD	71.83	252	735
f71b22e1-2438-4291-99ae-a91cf4fb1236	Klebsiella pneumoniae	Klebsiella	ARO:3000828|baeR	group bae-sme-1	78.38	185	1710
2e1f6f45-cda2-4505-afc8-c980a31099d4	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000378|mexB	group mex-sme-1	72.11	441	1903
2e1f6f45-cda2-4505-afc8-c980a31099d4	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003010|ceoB	group ceo-ade-acr-1	70.87	127	2256
ab8219cd-1502-4b7c-a15d-5fcaced3b50a	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003578|PmrF	PmrF	76.9	407	5724
d1079f12-f18d-4a87-b0d0-aed5362f4fa7	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003056|smeE	group mex-sme-1	73.72	449	3849
d1079f12-f18d-4a87-b0d0-aed5362f4fa7	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000378|mexB	group mex-sme-1	70.44	433	5454
d1079f12-f18d-4a87-b0d0-aed5362f4fa7	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3002983|amrB	group oqx-mex-amr-1	70.55	163	3545
d1079f12-f18d-4a87-b0d0-aed5362f4fa7	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003055|smeD	group acr-sme-1	70.27	148	4542
d1079f12-f18d-4a87-b0d0-aed5362f4fa7	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000800|mexC	group mex-amr-1	73.53	102	4275
c2670bb2-e9db-416b-8c16-4f0153c57718	Klebsiella pneumoniae	Klebsiella	ARO:3000794|mdtC	group mdt-mex-sme-1	73.75	1783	327
c2670bb2-e9db-416b-8c16-4f0153c57718	Klebsiella pneumoniae	Klebsiella	ARO:3000793|mdtB	group mdt-mds-acr-mtr-1	75.68	329	1730
99c2100b-681a-4e1b-b4d7-34850937ea1e	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003841|kdpE	kdpE	71.68	678	9811
82433c3b-dc0d-48a2-8ff7-269bc73b3ae6	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000830|cpxA	cpxA	73.8	1370	2287
82433c3b-dc0d-48a2-8ff7-269bc73b3ae6	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000831|cpxR	cpxR	77.51	698	3623
3236bbd2-8583-40d3-a034-e4ad1b4ff7b7	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000826|sdiA	sdiA	79.75	158	4029
4938f362-eee5-43c2-887a-5da8acb09bc7	Klebsiella pneumoniae	Klebsiella	ARO:3000024|patA	patA	83.15	184	788
76af8c12-175e-42cd-98ce-b9560f6ff6eb	Proteus mirabilis	Proteus mirabilis	ARO:3002985|arnA	arnA	71.94	449	485
291250ff-f781-4fc5-9393-6fbf4248f720	Escherichia coli	Enterobacteriaceae	ARO:3003922|oqxA	group oqx-mex-1	86.17	282	199
291250ff-f781-4fc5-9393-6fbf4248f720	Escherichia coli	Enterobacteriaceae	ARO:3003923|oqxB	group oqx-mex-amr-1	87.29	181	298
9eeabd98-9050-436f-b757-7ff5445b4c2f	Proteus mirabilis	Proteus mirabilis	ARO:3002670|cat	group cat-1	89.12	239	514
fabbb72e-615b-487a-83b4-786a6e57bb84	Klebsiella pneumoniae	Enterobacteriaceae	ARO:3003923|oqxB	group oqx-mex-amr-1	86.84	2493	677
5708db1c-d312-4c9e-b710-b83e16df0824	Klebsiella pneumoniae	Enterobacterales	ARO:3001191|SHV-152	group SHV-LEN-OKP-1	83.18	737	2652
4fc726af-635e-45b9-9464-639db28c2251	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3002986|bacA	bacA	74.02	816	3084
2554b7f8-30a5-428f-a78c-3bdea5c5e51d	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3001328|mdfA	group mdt-mdf-1	71.58	774	1333
06a44d06-9a6e-4d99-bec5-014ea00c4e1a	Escherichia coli	Enterobacteriaceae	ARO:3002831|vgaC	vgaC	85.71	245	842
61731bb8-1d8a-422d-99bf-4b25787901b4	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000074|emrB	emrB	72.32	1467	6436
61731bb8-1d8a-422d-99bf-4b25787901b4	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000516|emrR	emrR	70.51	512	5056
e2881823-d5e9-4b17-8c6d-137221e8c05e	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3002985|arnA	arnA	73.35	499	5094
e2881823-d5e9-4b17-8c6d-137221e8c05e	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3002985|arnA	arnA	70.88	498	4157
6b1a4278-acf2-4593-bdbe-ca83cf7fb34b	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000309|emrD	emrD	74.14	1168	6275
40eebf68-88f6-4ce0-af65-e6c24dcb8a12	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003576|PmrC	PmrC	71.47	992	428
e586fb4b-72b5-4252-9d5c-d125b46a9827	Klebsiella pneumoniae	Klebsiella	ARO:3000518|CRP	CRP	74.72	265	555
4755cbbd-77d6-4ddc-8fd4-f4caabe37228	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003844|mfd	mfd	71.71	251	151
36efa0b2-29f5-49b9-81d5-bd63e854d92b	Shigella flexneri	Shigella flexneri	ARO:3002601|aadA	group aad-1	86.25	807	3322
36efa0b2-29f5-49b9-81d5-bd63e854d92b	Shigella flexneri	Shigella flexneri	ARO:3002854|dfrA1	group dfr-3	89.63	482	2172
36efa0b2-29f5-49b9-81d5-bd63e854d92b	Shigella flexneri	Shigella flexneri	ARO:3002895|sat-1	sat-1	87.11	551	2733
4264d813-152b-4089-9ec2-f4cc282c008c	Klebsiella pneumoniae	Klebsiella	ARO:3003359|Streptomyces	Streptomyces	70.47	596	432
c7ed7c9c-61a5-4e8b-9ba4-38fca614409f	Klebsiella pneumoniae	Klebsiella	ARO:3003359|Streptomyces	Streptomyces	74.85	171	791
128b62c0-ff19-44b4-b3ca-364cc60730b0	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000491|acrD	group mdt-mds-acr-mtr-1	72.1	2599	2471
b01a6bee-063e-4a54-b45b-c1acf7ee567a	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000378|mexB	group mex-sme-1	70.09	224	2021
b01a6bee-063e-4a54-b45b-c1acf7ee567a	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000377|mexA	group acr-mex-1	71.53	144	1723
4e94a1c8-bf94-4219-bd10-952f5f7f8339	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003841|kdpE	kdpE	70.25	642	4721
411f7fcd-c655-4a8e-8dc0-e9c01dcb893e	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000237|tolC	tolC	71.01	1359	2633
0488f2db-4348-47b2-9768-6b701b967e83	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000491|acrD	group mdt-mds-acr-mtr-1	74.61	445	498
a8370665-46bc-4171-9984-a9c22719b8ff	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000491|acrD	group mdt-mds-acr-mtr-1	70.98	193	1574
d4ec32f3-6075-4b18-a1a2-404e171feb55	Klebsiella pneumoniae	Klebsiella	ARO:3000378|mexB	group mex-sme-1	70.07	441	6898
5698312d-9dd6-497b-8bb2-aa2abecd964c	Klebsiella pneumoniae	Klebsiella	ARO:3000207|acrA	group acr-sme-1	73.06	1236	1171
ef4f4521-6050-4423-a43a-8a1448644f54	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000074|emrB	emrB	76.19	1571	506
ef4f4521-6050-4423-a43a-8a1448644f54	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000027|emrA	group emr-5	78.37	282	1969
a2e3bd00-c07f-4000-832e-81255b6d8b83	Klebsiella pneumoniae	Klebsiella	ARO:3003841|kdpE	kdpE	74.86	354	309
7eeb5f53-902d-4ef0-92b4-731d70815ef4	Klebsiella pneumoniae	Klebsiella	ARO:3000831|cpxR	cpxR	77.4	699	141
7eeb5f53-902d-4ef0-92b4-731d70815ef4	Klebsiella pneumoniae	Klebsiella	ARO:3000830|cpxA	cpxA	79.56	137	820
47975621-6a1a-4d97-87c6-34ff0a4441f7	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003359|Streptomyces	Streptomyces	70.22	403	2543
573ca14e-1648-4f4f-a947-0123a9f0c353	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000796|mdtF	group mdt-mex-sme-1	74.77	107	1787
adcfefbc-5351-46df-a254-d758638d3631	Klebsiella pneumoniae	Klebsiella	ARO:3000491|acrD	group mdt-mds-acr-mtr-1	74.8	123	1894
7f278736-5322-4b78-824d-9c90c8c9358a	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003048|rosA	rosA	70.59	306	577
721a34f4-0e08-4072-8836-d508be8f728c	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000207|acrA	group acr-sme-1	72.68	183	212
1fb012ce-1115-468d-a400-b19f198d3bc2	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000378|mexB	group mex-sme-1	74.62	331	425
d56a92a0-e642-4df6-8ac0-0991f00d431a	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3002986|bacA	bacA	72.22	108	415
8fa05c8e-7b7b-47e8-8c94-e04760daffcc	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3003209|FosA5	group Fos-3	84.04	401	1056
943f85e1-4913-4a44-805c-12d57afd60e4	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3002985|arnA	arnA	70.99	1010	1978
4f693e14-6e4a-4934-b264-bf537cd9c059	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000794|mdtC	group mdt-mex-sme-1	73.72	1537	3250
4f693e14-6e4a-4934-b264-bf537cd9c059	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3001330|mdtD	mdtD	73.51	1378	1915
4f693e14-6e4a-4934-b264-bf537cd9c059	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000829|baeS	baeS	70.23	608	3407
4f693e14-6e4a-4934-b264-bf537cd9c059	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000828|baeR	group bae-sme-1	72.56	328	4429
8311c707-4d80-42a2-962b-c1ecf6200c94	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000309|emrD	emrD	70.01	1067	1088
a0c868d2-a5df-450c-8de1-fd2c4e91b3f4	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000828|baeR	group bae-sme-1	70.73	697	776
733d13c0-b930-4f71-9dc2-596213e80604	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000074|emrB	emrB	74.47	1222	1486
e7b50ba1-ac76-4941-ab58-d95dea520f3d	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000491|acrD	group mdt-mds-acr-mtr-1	74.07	2113	5001
b12280fd-2c1c-4b37-bd3a-16fdafb0f11c	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3001327|mdtK	mdtK	71.16	898	1227
978d00a7-e56f-4734-85c7-8f6468eb31fc	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3001068|SHV-9	group SHV-LEN-OKP-1	84.33	319	3704
cdd328ed-f265-437a-8853-7b4b7f54e98c	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000216|acrB	group mex-acr-1	78.3	106	254
c8776835-a1fa-4fa4-a014-a81b21d79423	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000074|emrB	emrB	73.59	1242	892
a0312d87-a26b-498c-9a26-a3a6654f74a3	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000378|mexB	group mex-sme-1	73.13	428	2845
98a08030-ab46-4cf4-a31a-66a0fb3d6b3d	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000309|emrD	emrD	74.93	335	230
98a08030-ab46-4cf4-a31a-66a0fb3d6b3d	Klebsiella pneumoniae	Klebsiella pneumoniae	ARO:3000309|emrD	emrD	78.7	169	613
18603120-3d63-434f-8d35-f181ea00b514	Klebsiella pneumoniae	Klebsiella	ARO:3002983|amrB	group oqx-mex-amr-1	74.65	142	335
7449f085-b91a-4bfd-9600-ddf69e79887e	Klebsiella pneumoniae	Klebsiella	ARO:3000207|acrA	group acr-sme-1	71.73	1245	146
